bill_num||congress||title||date_intro||area||enacted||vetoed
hjres81||116||Recognizing the 75th anniversary of the Battle of the Bulge during World War II.||2019-12-16||International Affairs||No||No
hjres82||116||Direct the removal of United States Armed Forces from hostilities against the Islamic Republic of Iran that have not been authorized by Congress.||2020-01-07||International Affairs||No||No
hjres83||116||War Powers Reform Resolution||2020-01-24||International Affairs||No||No
hjres84||116||"Expressing support for designation of the week of February 3, 2020, through February 7, 2020, as ""National School Counseling Week""."||2020-01-30||Education||No||No
hjres85||116||Relating to a national emergency declared by the President on February 15, 2019.||2020-02-14||Immigration||No||No
hjres86||116||Proposing an amendment to the Constitution of the United States to limit the number of consecutive terms that a Member of Congress may serve.||2020-03-05||Congress||No||No
hjres87||116||Providing for the reappointment of Michael M. Lynton as a citizen regent of the Board of Regents of the Smithsonian Institution.||2020-05-05||Government Operations and Politics||Yes||No
hjres88||116||Providing for the appointment of Franklin D. Raines as a citizen regent of the Board of Regents of the Smithsonian Institution.||2020-05-05||Government Operations and Politics||Yes||No
hjres89||116||Withdrawing approval of the Agreement Establishing the World Trade Organization.||2020-05-12||Foreign Trade and International Finance||No||No
hjres9||116||Proposing an amendment to the Constitution of the United States to protect the voting rights of the citizens of the United States.||2019-01-03||Government Operations and Politics||No||No
hjres90||116||"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of the Comptroller of the Currency relating to ""Community Reinvestment Act Regulations""."||2020-06-11||Finance and Financial Sector||No||No
hjres91||116||Proposing an amendment to the Constitution of the United States protecting the right of citizens to vote.||2020-06-25||Government Operations and Politics||No||No
hjres92||116||Proposing an amendment to the Constitution of the United States to prohibit the use of slavery and involuntary servitude as a punishment for a crime.||2020-06-29||Crime and Law Enforcement||No||No
hjres93||116||Proposing an amendment to the Constitution of the United States regarding the right to vote.||2020-08-07||Government Operations and Politics||No||No
hjres94||116||"Providing for congressional disapproval of the rule submitted by the Internal Revenue Service, Department of the Treasury, relating to ""Relief with Respect to Employment Tax Deadlines Applicable to Employers Affected by the Ongoing Coronavirus (COVID-19) Disease 2019 Pandemic""."||2020-09-04||Taxation||No||No
hjres95||116||Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.||2020-09-24||Law||No||No
hjres96||116||Proposing an amendment to the Constitution of the United States to ensure that an Act of Congress that increases the number of judges comprising the Supreme Court may not take effect before the date that is 10 years after the date of the enactment of such Act.||2020-09-29||Law||No||No
hjres97||116||Proposing an amendment to the Constitution of the United States to limit the composition of the Senate to Senators from States admitted to the Union prior to the One Hundred Sixteenth Congress.||2020-09-29||Congress||No||No
hjres98||116||Proposing an amendment to the Constitution of the United States to repeal the twenty-third article of amendment to the Constitution of the United States.||2020-10-06||Government Operations and Politics||No||No
hjres99||116||Proposing a balanced budget amendment to the Constitution of the United States.||2020-10-09||Economics and Public Finance||No||No
hr1||116||For the People Act of 2019||2019-01-03||Government Operations and Politics||No||No
hr100||116||Veteran Overmedication and Suicide Prevention Act of 2019||2019-01-03||Armed Forces and National Security||No||No
hr1000||116||Jobs for All Act||2019-02-06||Labor and Employment||No||No
hr1001||116||Family Member Access to Burn Pit Registry Act||2019-02-06||Armed Forces and National Security||No||No
hr1002||116||WOOF! Act||2019-02-06||Animals||No||No
hr1003||116||Aretha Franklin Congressional Gold Medal Act||2019-02-06||Arts, Culture, Religion||No||No
hr1004||116||Prohibiting Unauthorized Military Action in Venezuela Act||2019-02-06||International Affairs||No||No
hr1005||116||Burn Pit Veterans Revision Act||2019-02-06||Armed Forces and National Security||No||No
hr1006||116||Open Internet Act of 2019||2019-02-06||Science, Technology, Communications||No||No
hr1007||116||Retirement Enhancement and Savings Act of 2019||2019-02-06||Taxation||No||No
hr1008||116||Trade Security Act of 2019||2019-02-06||Foreign Trade and International Finance||No||No
hr1009||116||National Evaluation of Techniques for Making Energy Technologies More Efficient and Resilient Act of 2019||2019-02-06||Energy||No||No
hr101||116||Defending Domestic Produce Production Act||2019-01-03||Foreign Trade and International Finance||No||No
hr1010||116||"To provide that the rule entitled ""Short-Term, Limited Duration Insurance"" shall have no force or effect."||2019-02-06||Health||No||No
hr1011||116||Protecting Sensitive Locations Act||2019-02-06||Immigration||No||No
hr1012||116||REUNITE Act||2019-02-06||Immigration||No||No
hr1013||116||ICE and CBP Body Camera Accountability Act||2019-02-06||Immigration||No||No
hr1014||116||Offshore Wind for Territories Act||2019-02-06||Energy||No||No
hr1015||116||Saint Francis Dam Disaster National Memorial Act||2019-02-06||Water Resources Development||No||No
hr1016||116||Pay Workers What They've Earned Act||2019-02-06||Government Operations and Politics||No||No
hr1017||116||To amend title 10, United States Code, to authorize the Secretary of Defense to provide space-available travel on aircraft of the Department of Defense to children, surviving spouses, and siblings of members of the Armed Forces who die while serving in the active military, naval, or air service.||2019-02-06||Armed Forces and National Security||No||No
hr1018||116||Improving Corporate Governance Through Diversity Act of 2019||2019-02-06||Finance and Financial Sector||No||No
hr1019||116||Full Military Honors Act of 2019||2019-02-06||Armed Forces and National Security||No||No
hr102||116||No Pay Raise for Congress Act||2019-01-03||Congress||No||No
hr1020||116||To amend the Ethics in Government Act of 1978 to require Members of Congress to disclose business ties with foreign entities, and for other purposes.||2019-02-06||Congress||No||No
hr1021||116||Public Service Integrity Act||2019-02-06||Crime and Law Enforcement||No||No
hr1022||116||To provide that a former Member of Congress or former senior Congressional employee who receives compensation as a lobbyist representing a foreign principal shall not be eligible for retirement benefits or certain other Federal benefits.||2019-02-06||Government Operations and Politics||No||No
hr1023||116||Great Lakes Fishery Research Authorization Act of 2019||2019-02-06||Public Lands and Natural Resources||No||No
hr1024||116||Consumer Protection and Fuel Transparency Act of 2019||2019-02-06||Energy||No||No
hr1025||116||UIGHUR Act of 2019||2019-02-06||International Affairs||No||No
hr1026||116||LAND Act||2019-02-06||Public Lands and Natural Resources||No||No
hr1027||116||Fairness for Every Driver Act||2019-02-06||Taxation||No||No
hr1028||116||RIGHT Act of 2019||2019-02-06||Government Operations and Politics||No||No
hr1029||116||Space Resources Institute Act||2019-02-06||Science, Technology, Communications||No||No
hr103||116||Foreign Medical School Accountability Fairness Act of 2019||2019-01-03||Education||No||No
hr1030||116||Veteran Spouses Equal Treatment Act||2019-02-06||Armed Forces and National Security||No||No
hr1031||116||Pala Band of Mission Indians Land Transfer Act of 2020||2019-02-06||Native Americans||No||No
hr1032||116||To provide for the retention and service of transgender individuals in the Armed Forces.||2019-02-07||Armed Forces and National Security||No||No
hr1033||116||REPAY Act||2019-02-07||International Affairs||No||No
hr1034||116||Phair Pricing Act of 2019||2019-02-07||Health||No||No
hr1035||116||Prescription Drug Price Transparency Act||2019-02-07||Health||No||No
hr1036||116||PARITY Act of 2019||2019-02-07||Finance and Financial Sector||No||No
hr1037||116||Banking Transparency for Sanctioned Persons Act of 2019||2019-02-07||Finance and Financial Sector||No||No
hr1038||116||To require the Treasury to take a more prominent role in coordinating AML/CFT policy and examinations across the Government, and for other purposes.||2019-02-07||Finance and Financial Sector||No||No
hr1039||116||To streamline requirements for currency transaction reports and suspicious activity reports, and for other purposes.||2019-02-07||Finance and Financial Sector||No||No
hr104||116||LEVEL Act||2019-01-03||Environmental Protection||No||No
hr1040||116||Flat Tax Act||2019-02-07||Taxation||No||No
hr1041||116||Critical Access Hospital Relief Act of 2019||2019-02-07||Health||No||No
hr1042||116||PREPARED Act||2019-02-07||Animals||No||No
hr1043||116||Employer Participation in Repayment Act of 2019||2019-02-07||Taxation||No||No
hr1044||116||Fairness for High-Skilled Immigrants Act of 2020||2019-02-07||Immigration||No||No
hr1045||116||Immigrant Detainee Legal Rights Act||2019-02-07||Immigration||No||No
hr1046||116||Medicare Negotiation and Competitive Licensing Act of 2019||2019-02-07||Health||No||No
hr1047||116||To give effect to more accurate maps of units of the John H. Chafee Coastal Barrier Resources System that were produced by digital mapping of such units, and for other purposes.||2019-02-07||Public Lands and Natural Resources||No||No
hr1048||116||Yakima River Basin Water Enhancement Project Phase III Act||2019-02-07||Water Resources Development||No||No
hr1049||116||National Heritage Area Act of 2020||2019-02-07||Public Lands and Natural Resources||No||No
hr105||116||Energy Efficiency Free Market Act of 2019||2019-01-03||Energy||No||No
hr1050||116||ANTIQUITIES Act||2019-02-07||Public Lands and Natural Resources||No||No
hr1051||116||Back Pay Fairness Act of 2019||2019-02-07||Government Operations and Politics||No||No
hr1052||116||To amend title XVIII of the Social Security Act to provide for direct payment to physician assistants under the Medicare program for certain services furnished by such physician assistants.||2019-02-07||Health||No||No
hr1053||116||Corporate Political Disclosure Act of 2019||2019-02-07||Finance and Financial Sector||No||No
hr1054||116||HBCU PARTNERS Act||2019-02-07||Education||No||No
hr1055||116||Global Health, Empowerment and Rights Act||2019-02-07||International Affairs||No||No
hr1056||116||Frank and Jeanne Moore Wild Steelhead Special Management Area Designation Act||2019-02-07||Public Lands and Natural Resources||No||No
hr1057||116||Supreme Court Ethics Act||2019-02-07||Law||No||No
hr1058||116||Autism Collaboration, Accountability, Research, Education, and Support Act of 2019||2019-02-07||Health||Yes||No
hr1059||116||No Budget, No Recess Act||2019-02-07||Congress||No||No
hr106||116||Health and Human Services Hiree Clarification Act||2019-01-03||Health||No||No
hr1060||116||BUILD Act||2019-02-07||Finance and Financial Sector||No||No
hr1061||116||Fort Scott National Historic Site Boundary Modification Act||2019-02-07||Public Lands and Natural Resources||No||No
hr1062||116||National Cybersecurity Preparedness Consortium Act of 2019||2019-02-07||Science, Technology, Communications||No||No
hr1063||116||Presidential Library Donation Reform Act of 2019||2019-02-07||Government Operations and Politics||No||No
hr1064||116||To amend title 5, United States Code, to allow whistleblowers to disclose information to certain recipients.||2019-02-07||Government Operations and Politics||No||No
hr1065||116||Social Media Use in Clearance Investigations Act of 2019||2019-02-07||Government Operations and Politics||No||No
hr1066||116||American Food for American Schools Act of 2019||2019-02-07||Agriculture and Food||No||No
hr1067||116||Santa Ana River Wash Plan Land Exchange Act||2019-02-07||Public Lands and Natural Resources||No||No
hr1068||116||Working Families Relief Act of 2019||2019-02-07||Taxation||No||No
hr1069||116||Shut Down Child Prison Camps Act||2019-02-07||Immigration||No||No
hr107||116||To amend title XIX of the Social Security Act to sunset the limit on the maximum rebate amount for single source drugs and innovator multiple source drugs.||2019-01-03||Health||No||No
hr1070||116||Student Loan Interest Tax Deduction Expansion Act||2019-02-07||Taxation||No||No
hr1071||116||Student and Families Tax Reduction Act||2019-02-07||Taxation||No||No
hr1072||116||SAGA Act||2019-02-07||Crime and Law Enforcement||No||No
hr1073||116||FAIR Act||2019-02-07||Government Operations and Politics||No||No
hr1074||116||Protecting America�s Workers Act||2019-02-07||Labor and Employment||No||No
hr1075||116||FAFSA Fairness Act of 2019||2019-02-07||Education||No||No
hr1076||116||Fair Chance Act||2019-02-07||Government Operations and Politics||No||No
hr1077||116||CBO Show Your Work Act||2019-02-07||Economics and Public Finance||No||No
hr1078||116||Repatriate Our Patriots Act||2019-02-07||Immigration||No||No
hr1079||116||Creating Advanced Streamlined Electronic Services for Constituents Act of 2019||2019-02-07||Government Operations and Politics||Yes||No
hr108||116||Targeting Rogue and Opaque Letters Act of 2019||2019-01-03||Commerce||No||No
hr1080||116||Fairness for Farm Workers Act||2019-02-07||Labor and Employment||No||No
hr1081||116||Protect European Energy Security Act||2019-02-07||International Affairs||No||No
hr1082||116||SASCA||2019-02-07||Health||No||No
hr1083||116||Harriet Tubman Tribute Act of 2019||2019-02-07||Finance and Financial Sector||No||No
hr1084||116||Family Savings Act of 2019||2019-02-07||Taxation||No||No
hr1085||116||Give it Back to the Taxpayers Act||2019-02-07||Congress||No||No
hr1086||116||Hold the LYNE Act||2019-02-07||Armed Forces and National Security||No||No
hr1087||116||Providing Accountability Through Transparency Act of 2019||2019-02-07||Government Operations and Politics||No||No
hr1088||116||FIRST Act||2019-02-07||Public Lands and Natural Resources||No||No
hr1089||116||Monetary Metals Tax Neutrality Act of 2019||2019-02-07||Taxation||No||No
hr109||116||Equal Protection for American Workers Act||2019-01-03||Immigration||No||No
hr1090||116||District of Columbia National Guard Home Rule Act||2019-02-07||Government Operations and Politics||No||No
hr1091||116||To clarify certain land descriptions under the Northern Arizona Land Exchange and Verde River Basin Partnership Act of 2005.||2019-02-07||Public Lands and Natural Resources||No||No
hr1092||116||Servicemembers and Veterans Empowerment and Support Act of 2019||2019-02-07||Armed Forces and National Security||No||No
hr1093||116||Stop Price Gouging Act||2019-02-07||Taxation||No||No
hr1094||116||World Language Advancement and Readiness Act of 2019||2019-02-07||Education||No||No
hr1095||116||Disaster Certainty Act of 2019||2019-02-07||Taxation||No||No
hr1096||116||Promoting Internet Freedom and Innovation Act of 2019||2019-02-07||Science, Technology, Communications||No||No
hr1097||116||Justice Safety Valve Act of 2019||2019-02-07||Crime and Law Enforcement||No||No
hr1098||116||Blocking Deadly Fentanyl Imports Act||2019-02-07||International Affairs||No||No
hr1099||116||Safety, Efficiency, and Accountability in Transportation Projects Through Public Inspection Act of 2019||2019-02-07||Transportation and Public Works||No||No
hr11||116||Commitment to American GROWTH Act||2020-10-09||\N||No||No
hr110||116||To provide an exception to certain mandatory minimum sentence requirements for a person employed outside the United States by a Federal agency, who uses, carries, or possesses the firearm during and in relation to a crime of violence committed while on-duty with a firearm required to be carried while on-duty.||2019-01-03||Crime and Law Enforcement||No||No
hr1100||116||Nicole's Law Act of 2019||2019-02-07||Crime and Law Enforcement||No||No
hr1101||116||To amend the Communications Act of 1934 to ensure internet openness, to prohibit blocking lawful content and non-harmful devices, to prohibit throttling data, to prohibit paid prioritization, to require transparency of network management practices, to provide that broadband shall be considered to be an information service, and to prohibit the Commission or a State commission from relying on section 706 of the Telecommunications Act of 1996 as a grant of authority.||2019-02-07||Science, Technology, Communications||No||No
hr1102||116||Russian-Venezuelan Threat Mitigation Act||2019-02-07||International Affairs||No||No
hr1103||116||Genetically Engineered Salmon Labeling Act||2019-02-07||Health||No||No
hr1104||116||To amend the Federal Food, Drug, and Cosmetic Act to require labeling of genetically engineered fish.||2019-02-07||Agriculture and Food||No||No
hr1105||116||Prevention of Escapement of Genetically Altered Salmon in the United States Act||2019-02-07||Commerce||No||No
hr1106||116||Protecting Our Communities from Gang Violence Act of 2019||2019-02-07||Immigration||No||No
hr1107||116||Give Judge Venckiene Her Day in Court Act||2019-02-07||\N||No||No
hr1108||116||Aviation Funding Stability Act of 2019||2019-02-08||Transportation and Public Works||No||No
hr1109||116||Mental Health Services for Students Act of 2020||2019-02-08||Health||No||No
hr111||116||Semipostal Stamp Clarification Act of 2019||2019-01-03||Government Operations and Politics||No||No
hr1110||116||Empowering Law Enforcement to Fight Sex Trafficking Demand Act of 2019||2019-02-08||Crime and Law Enforcement||No||No
hr1111||116||Department of Peacebuilding Act of 2019||2019-02-08||Government Operations and Politics||No||No
hr1112||116||Enhanced Background Checks Act of 2019||2019-02-08||Crime and Law Enforcement||No||No
hr1113||116||Statistical Area Fairness Act of 2019||2019-02-08||Government Operations and Politics||No||No
hr1114||116||To require the Surgeon General of the Public Health Service to submit to Congress an annual report on the effects of gun violence on public health.||2019-02-08||Health||No||No
hr1115||116||Firearm Safety Act of 2019||2019-02-08||Commerce||No||No
hr1116||116||Keeping Guns from High-Risk Individuals Act||2019-02-08||Crime and Law Enforcement||No||No
hr1117||116||Shutdown Fairness Act of 2019||2019-02-08||Government Operations and Politics||No||No
hr1118||116||Small Business Tax Equity Act of 2019||2019-02-08||Taxation||No||No
hr1119||116||Responsibly Addressing the Marijuana Policy Gap Act of 2019||2019-02-08||Crime and Law Enforcement||No||No
hr112||116||To prohibit the Central Intelligence Agency from using an unmanned aerial vehicle to carry out a weapons strike or other deliberately lethal action and to transfer the authority to conduct such strikes or lethal action to the Department of Defense.||2019-01-03||Armed Forces and National Security||No||No
hr1120||116||Marijuana Revenue and Regulation Act||2019-02-08||Taxation||No||No
hr1121||116||Ensuring Quality in the Unemployment Insurance Program (EQUIP) Act||2019-02-08||Labor and Employment||No||No
hr1122||116||Housing Choice Voucher Mobility Demonstration Act of 2019||2019-02-08||Housing and Community Development||No||No
hr1123||116||Divisional Realignment for the Eastern District of Arkansas Act of 2019||2019-02-08||Law||Yes||No
hr1124||116||Preventing Future Shutdowns Act of 2019||2019-02-08||Economics and Public Finance||No||No
hr1125||116||Accountability for Quality VA Healthcare Act||2019-02-08||Armed Forces and National Security||No||No
hr1126||116||Honoring Veterans' Families Act||2019-02-08||Armed Forces and National Security||No||No
hr1127||116||To posthumously award a Congressional gold medal to Mahatma Gandhi in recognition of his contributions to the Nation by the promotion of nonviolence.||2019-02-08||Civil Rights and Liberties, Minority Issues||No||No
hr1128||116||Indian Programs Advanced Appropriations Act||2019-02-08||Native Americans||No||No
hr1129||116||Union Transparency and Accountability Act||2019-02-08||Labor and Employment||No||No
hr113||116||All-American Flag Act||2019-01-03||Government Operations and Politics||No||No
hr1130||116||Fort Pillow National Battlefield Park Study Act||2019-02-08||Public Lands and Natural Resources||No||No
hr1131||116||Collaborative Academic Research Efforts for Tourette Syndrome Act of 2019||2019-02-08||Health||No||No
hr1132||116||San Francisco Bay Restoration Act||2019-02-08||Environmental Protection||No||No
hr1133||116||VA Employee Fairness Act of 2019||2019-02-08||Armed Forces and National Security||No||No
hr1134||116||Prevent Crime and Terrorism Act of 2019||2019-02-08||International Affairs||No||No
hr1135||116||Indian Health Service Advance Appropriations Act of 2019||2019-02-08||Native Americans||No||No
hr1136||116||For the relief of Roberto Luis Dunoyer Mejia, Consuelo Cardona Molina, Camilo Dunoyer Cardona, and Pablo Dunoyer Cardona.||2019-02-08||\N||No||No
hr1137||116||To amend the Water Resources Development Act of 1986 to repeal the authority relating to reprogramming during national emergencies.||2019-02-11||Water Resources Development||No||No
hr1138||116||To reauthorize the West Valley demonstration project, and for other purposes.||2019-02-11||Energy||Yes||No
hr1139||116||Transit Worker and Pedestrian Protection Act||2019-02-11||Transportation and Public Works||No||No
hr114||116||To adjust the boundary of the Fort Frederica National Monument in the State of Georgia, and for other purposes.||2019-01-03||Public Lands and Natural Resources||No||No
hr1140||116||Rights for Transportation Security Officers Act of 2020||2019-02-11||Transportation and Public Works||No||No
hr1141||116||To make technical corrections to the Guam World War II Claims Fund.||2019-02-11||Law||No||No
hr1142||116||SALT Act||2019-02-11||Taxation||No||No
hr1143||116||Educating Consumers on the Risks of Short-Term Plans Act of 2019||2019-02-11||Health||No||No
hr1144||116||No CODELs During Shutdowns Act||2019-02-11||Congress||No||No
hr1145||116||BLAST Act||2019-02-11||Crime and Law Enforcement||No||No
hr1146||116||Arctic Cultural and Coastal Plain Protection Act||2019-02-11||Public Lands and Natural Resources||No||No
hr1147||116||Appalachian Forest National Heritage Area Act of 2019||2019-02-11||Public Lands and Natural Resources||No||No
hr1148||116||2018 Natural Disasters Tax Relief Act||2019-02-11||Taxation||No||No
hr1149||116||Atlantic Coastal Economies Protection Act||2019-02-11||Energy||No||No
hr115||116||Protecting Diplomats from Surveillance Through Consumer Devices Act||2019-01-03||International Affairs||No||No
hr1150||116||For the relief of Enrique Soriano and Areli Soriano.||2019-02-11||\N||No||No
hr1151||116||Veterans Medical Marijuana Safe Harbor Act.||2019-02-12||Armed Forces and National Security||No||No
hr1152||116||To require the Administrator of the Environmental Protection Agency to revise certain ethylene oxide emissions standards under the Clean Air Act, and for other purposes.||2019-02-12||Environmental Protection||No||No
hr1153||116||Reaching English Learners Act||2019-02-13||Education||No||No
hr1154||116||Public Safety Employer-Employee Cooperation Act||2019-02-13||Labor and Employment||No||No
hr1155||116||PUPPERS Act of 2019||2019-02-13||Armed Forces and National Security||No||No
hr1156||116||LEOSA Reform Act||2019-02-13||Crime and Law Enforcement||No||No
hr1157||116||Horse Protection Amendments Act||2019-02-13||Animals||No||No
hr1158||116||Consolidated Appropriations Act, 2020||2019-02-13||Economics and Public Finance||Yes||No
hr1159||116||IMAGINE Act||2019-02-13||Transportation and Public Works||No||No
hr116||116||Investing in Main Street Act of 2019||2019-01-03||Commerce||No||No
hr1160||116||Molalla River Wild and Scenic Rivers Act||2019-02-13||Public Lands and Natural Resources||No||No
hr1161||116||Student Loan Disclosure Modernization Act||2019-02-13||Education||No||No
hr1162||116||Water Recycling Investment and Improvement Act||2019-02-13||Water Resources Development||No||No
hr1163||116||VA Hiring Enhancement Act||2019-02-13||Armed Forces and National Security||No||No
hr1164||116||Electronic Court Records Reform Act of 2019||2019-02-13||Law||No||No
hr1165||116||ETO is Toxic Act||2019-02-13||Environmental Protection||No||No
hr1166||116||Utilizing Significant Emissions with Innovative Technologies Act||2019-02-13||Environmental Protection||No||No
hr1167||116||To create a zero interest loan program for Federal and District of Columbia employees furloughed or excepted from such furlough during a lapse in Federal appropriations, and for other purposes.||2019-02-13||Finance and Financial Sector||No||No
hr1168||116||WORKER Act||2019-02-13||Labor and Employment||No||No
hr1169||116||Liberian Refugee Immigration Fairness Act of 2019||2019-02-13||Immigration||No||No
hr117||116||NEWBORN Act||2019-01-03||Health||No||No
hr1170||116||Social Security Expansion Act||2019-02-13||Social Welfare||No||No
hr1171||116||FASTER Act||2019-02-13||Transportation and Public Works||No||No
hr1172||116||Ensure Washington Funds Government Responsibly Act||2019-02-13||Economics and Public Finance||No||No
hr1173||116||President George H.W. Bush and Barbara Bush Dollar Coin Act||2019-02-13||Finance and Financial Sector||No||No
hr1174||116||Federal Firefighters Fairness Act of 2019||2019-02-13||Government Operations and Politics||No||No
hr1175||116||Craft Beverage Modernization and Tax Reform Act of 2019||2019-02-13||Taxation||No||No
hr1176||116||Transparency in Corporate Political Spending Act||2019-02-13||Finance and Financial Sector||No||No
hr1177||116||Stop the Shutdowns Transferring Unnecessary Pain and Inflicting Damage In The coming Years Act||2019-02-13||Economics and Public Finance||No||No
hr1178||116||Deadline Enforcement Act||2019-02-13||Economics and Public Finance||No||No
hr1179||116||African-American Burial Grounds Network Act||2019-02-13||Public Lands and Natural Resources||No||No
hr118||116||Streamlined and Improved Methods at Polling Locations and Early (SIMPLE) Voting Act of 2019||2019-01-03||Government Operations and Politics||No||No
hr1180||116||End Shutdowns Act||2019-02-13||Economics and Public Finance||No||No
hr1181||116||Reining in Irresponsible Decorating Expenses Act||2019-02-13||Government Operations and Politics||No||No
hr1182||116||Acupuncture for Our Heroes Act||2019-02-13||Armed Forces and National Security||No||No
hr1183||116||Acupuncture for Heroes and Seniors Act of 2019||2019-02-13||Armed Forces and National Security||No||No
hr1184||116||Every Kid Outdoors Act||2019-02-13||Public Lands and Natural Resources||No||No
hr1185||116||FAMILY Act||2019-02-13||Labor and Employment||No||No
hr1186||116||Keep Americans Safe Act||2019-02-13||Crime and Law Enforcement||No||No
hr1187||116||JARED Security Clearance Act of 2019||2019-02-13||Armed Forces and National Security||No||No
hr1188||116||FLAT Prices Act||2019-02-13||Health||No||No
hr1189||116||To repeal section 12616 of the Agriculture Improvement Act of 2018, and for other purposes.||2019-02-13||Animals||No||No
hr119||116||National Statistics on Deadly Force Transparency Act of 2019||2019-01-03||Crime and Law Enforcement||No||No
hr1190||116||To prohibit an alien who is not in a lawful immigration status in the United States from being eligible for postsecondary education benefits that are not available to all citizens and nationals of the United States.||2019-02-13||Immigration||No||No
hr1191||116||Native American Suicide Prevention Act of 2019||2019-02-13||Health||No||No
hr1192||116||Student and Teacher Safety Act of 2019||2019-02-13||Education||No||No
hr1193||116||Reclamation of War Powers Act||2019-02-13||Armed Forces and National Security||No||No
hr1194||116||Graduate Student Savings Act of 2019||2019-02-13||Taxation||No||No
hr1195||116||Law Enforcement Officers Equity Act||2019-02-13||Government Operations and Politics||No||No
hr1196||116||Jobs for Veterans Act of 2019||2019-02-13||Taxation||No||No
hr1197||116||Youth Access to American Jobs Act of 2019||2019-02-13||Labor and Employment||No||No
hr1198||116||"To designate the facility of the United States Postal Service located at 404 South Boulder Highway in Henderson, Nevada, as the ""Henderson Veterans Memorial Post Office Building""."||2019-02-13||Government Operations and Politics||Yes||No
hr1199||116||VA Website Accessibility Act of 2019||2019-02-13||Armed Forces and National Security||No||No
hr12||116||CTF Act||2020-10-20||International Affairs||No||No
hr120||116||Police CAMERA Act of 2019||2019-01-03||Crime and Law Enforcement||No||No
hr1200||116||Veterans' Compensation Cost-of-Living Adjustment Act of 2019||2019-02-13||Armed Forces and National Security||Yes||No
hr1201||116||Climate Change National Security Strategy Act of 2019||2019-02-13||Environmental Protection||No||No
hr1202||116||Blue Ridge National Heritage Area Reauthorization Act of 2019||2019-02-13||Public Lands and Natural Resources||No||No
hr1203||116||Anti-Deficiency Reform and Enforcement Act of 2019||2019-02-13||Government Operations and Politics||No||No
hr1204||116||OIRA Insight, Reform, and Accountability Act||2019-02-13||Government Operations and Politics||No||No
hr1205||116||Keep Congress Working Act||2019-02-13||Congress||No||No
hr1206||116||To amend the Immigration and Nationality Act to clarify that noncitizen nationals of the United States who are children of United States citizens are eligible for United States citizenship, and for other purposes.||2019-02-13||Immigration||No||No
hr1207||116||U.S. Nationals Employment Act of 2019||2019-02-13||Immigration||No||No
hr1208||116||To amend the Immigration and Nationality Act to waive certain requirements for naturalization for American Samoan United States nationals to become United States citizens, and for other purposes.||2019-02-13||Immigration||No||No
hr1209||116||Humane and Existing Alternatives in Research and Testing Sciences Act of 2019||2019-02-13||Animals||No||No
hr121||116||Fresh Start Act of 2019||2019-01-03||Crime and Law Enforcement||No||No
hr1210||116||Heroes Lesley Zerebny and Gilbert Vega First Responders Survivors Support Act of 2019||2019-02-13||Crime and Law Enforcement||No||No
hr1211||116||To amend the Ohio & Erie Canal National Heritage Canalway Act of 1996 to repeal the funding limitation.||2019-02-13||Public Lands and Natural Resources||No||No
hr1212||116||Federal Contract Deadline Fairness Act||2019-02-13||Government Operations and Politics||No||No
hr1213||116||Federal Contract Worker Fairness Act||2019-02-13||Government Operations and Politics||No||No
hr1214||116||Protecting Disaster Relief Funds Act of 2019||2019-02-13||Immigration||No||No
hr1215||116||Social Security and Medicare Lock-Box Act||2019-02-13||Health||No||No
hr1216||116||North Country National Scenic Trail Route Adjustment Act||2019-02-13||Public Lands and Natural Resources||No||No
hr1217||116||Ensuring American Voters Act of 2019||2019-02-13||Government Operations and Politics||No||No
hr1218||116||American Fisheries Advisory Committee Act||2019-02-13||Public Lands and Natural Resources||No||No
hr1219||116||Restraining Excessive Seizure of Property through the Exploitation of Civil Asset Forfeiture Tools Act||2019-02-14||Taxation||No||No
hr122||116||Original Living Wage Act||2019-01-03||Labor and Employment||No||No
hr1220||116||TRUE Fees Act of 2019||2019-02-14||Science, Technology, Communications||No||No
hr1221||116||Agriculture Research Integrity Act of 2019||2019-02-14||Agriculture and Food||No||No
hr1222||116||Target Practice and Marksmanship Training Support Act||2019-02-14||Public Lands and Natural Resources||Yes||No
hr1223||116||Stop the Tax Hike on Charities and Places of Worship Act||2019-02-14||Taxation||No||No
hr1224||116||Living Donor Protection Act of 2019||2019-02-14||Health||No||No
hr1225||116||Restore Our Parks and Public Lands Act||2019-02-14||Public Lands and Natural Resources||No||No
hr1226||116||ACE Kids Act of 2019||2019-02-14||Health||No||No
hr1227||116||Cardiac Arrest Survival Act of 2019||2019-02-14||Health||No||No
hr1228||116||HEART Act of 2019||2019-02-14||Crime and Law Enforcement||No||No
hr1229||116||Preserving Teacher Loan Forgiveness for Military Spouses Act of 2019||2019-02-14||Education||No||No
hr123||116||Alternative Data for Additional Credit FHA Pilot Program Reauthorization Act||2019-01-03||Housing and Community Development||No||No
hr1230||116||Protecting Older Workers Against Discrimination Act||2019-02-14||Labor and Employment||No||No
hr1231||116||Prevention of Arms Race Act of 2019||2019-02-14||International Affairs||No||No
hr1232||116||Rescinding DHS� Waiver Authority for Border Wall Act||2019-02-14||Immigration||No||No
hr1233||116||Borderland Takings Defense Fund Act||2019-02-14||Immigration||No||No
